Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Cape Campbell Aws,4424,G14722,-41.727,174.275,2,G,Metservice
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Surface Wind: Hourly
Station,Date(UTC),Time(UTC),Dir(DegT),Speed(m/s),Dir StdDev,Spd StdDev,Period(Hrs),Freq
Cape Campbell Aws,20200708,0600,205,8.8,-,-,1,H
Cape Campbell Aws,20200708,0700,218,4.8,-,-,1,H
Cape Campbell Aws,20200708,0800,223,2.8,-,-,1,H
Cape Campbell Aws,20200708,0900,213,3.2,-,-,1,H
Cape Campbell Aws,20200708,1000,210,7.8,-,-,1,H
Cape Campbell Aws,20200708,1100,225,11.0,-,-,1,H
Cape Campbell Aws,20200708,1200,233,5.6,-,-,1,H
Cape Campbell Aws,20200708,1300,226,4.6,-,-,1,H
Cape Campbell Aws,20200708,1400,224,4.0,-,-,1,H
Cape Campbell Aws,20200708,1500,210,4.2,-,-,1,H
Cape Campbell Aws,20200708,1600,226,6.6,-,-,1,H
Cape Campbell Aws,20200708,1700,230,2.9,-,-,1,H
Cape Campbell Aws,20200708,1800,212,7.3,-,-,1,H
Cape Campbell Aws,20200708,1900,247,4.7,-,-,1,H
Cape Campbell Aws,20200708,2000,253,4.2,-,-,1,H
Cape Campbell Aws,20200708,2100,249,4.1,-,-,1,H
Cape Campbell Aws,20200708,2200,247,3.7,-,-,1,H
Cape Campbell Aws,20200708,2300,234,5.6,-,-,1,H
Cape Campbell Aws,20200709,0000,223,6.7,-,-,1,H
Cape Campbell Aws,20200709,0100,210,8.8,-,-,1,H
Cape Campbell Aws,20200709,0200,218,7.0,-,-,1,H
Cape Campbell Aws,20200709,0300,233,5.8,-,-,1,H
Cape Campbell Aws,20200709,0400,206,8.0,-,-,1,H
Cape Campbell Aws,20200709,0500,215,7.6,-,-,1,H
Cape Campbell Aws,20200709,0600,212,5.2,-,-,1,H
Cape Campbell Aws,20200709,0700,212,4.5,-,-,1,H
Cape Campbell Aws,20200709,0800,210,5.6,-,-,1,H
Cape Campbell Aws,20200709,0900,296,3.0,-,-,1,H
Cape Campbell Aws,20200709,1000,267,4.3,-,-,1,H
Cape Campbell Aws,20200709,1100,283,3.3,-,-,1,H
Cape Campbell Aws,20200709,1200,276,4.0,-,-,1,H
Cape Campbell Aws,20200709,1300,294,4.1,-,-,1,H
Cape Campbell Aws,20200709,1400,284,4.7,-,-,1,H
Cape Campbell Aws,20200709,1500,282,4.0,-,-,1,H
Cape Campbell Aws,20200709,1600,284,4.8,-,-,1,H
Cape Campbell Aws,20200709,1700,287,4.8,-,-,1,H
Cape Campbell Aws,20200709,1800,291,4.6,-,-,1,H
Cape Campbell Aws,20200709,1900,273,1.1,-,-,1,H
Cape Campbell Aws,20200709,2000,264,2.6,-,-,1,H
Cape Campbell Aws,20200709,2100,304,2.4,-,-,1,H
Cape Campbell Aws,20200709,2200,297,2.7,-,-,1,H
Cape Campbell Aws,20200709,2300,328,2.2,-,-,1,H
Cape Campbell Aws,20200710,0000,352,2.8,-,-,1,H
Cape Campbell Aws,20200710,0100,14,3.2,-,-,1,H
Cape Campbell Aws,20200710,0200,62,2.1,-,-,1,H
Cape Campbell Aws,20200710,0300,86,1.4,-,-,1,H
Cape Campbell Aws,20200710,0400,175,0.9,-,-,1,H
Cape Campbell Aws,20200710,0500,176,1.6,-,-,1,H
Cape Campbell Aws,20200710,0600,168,2.9,-,-,1,H
Cape Campbell Aws,20200710,0700,348,2.2,-,-,1,H
Cape Campbell Aws,20200710,0800,181,1.2,-,-,1,H
Cape Campbell Aws,20200710,0900,178,2.2,-,-,1,H
Cape Campbell Aws,20200710,1000,270,2.0,-,-,1,H
Cape Campbell Aws,20200710,1100,284,1.8,-,-,1,H
Cape Campbell Aws,20200710,1200,292,1.9,-,-,1,H
Cape Campbell Aws,20200710,1300,294,3.3,-,-,1,H
Cape Campbell Aws,20200710,1400,326,3.1,-,-,1,H
Cape Campbell Aws,20200710,1500,281,3.2,-,-,1,H
Cape Campbell Aws,20200710,1600,299,3.2,-,-,1,H
Cape Campbell Aws,20200710,1700,289,3.1,-,-,1,H
Cape Campbell Aws,20200710,1800,286,3.1,-,-,1,H
Cape Campbell Aws,20200710,1900,310,3.3,-,-,1,H
Cape Campbell Aws,20200710,2000,309,4.2,-,-,1,H
Cape Campbell Aws,20200710,2100,302,4.3,-,-,1,H
Cape Campbell Aws,20200710,2200,299,4.1,-,-,1,H
Cape Campbell Aws,20200710,2300,348,6.1,-,-,1,H
Cape Campbell Aws,20200711,0000,359,7.8,-,-,1,H
Cape Campbell Aws,20200711,0100,2,8.0,-,-,1,H
Cape Campbell Aws,20200711,0200,4,6.4,-,-,1,H
Cape Campbell Aws,20200711,0300,11,7.2,-,-,1,H
Cape Campbell Aws,20200711,0400,8,7.9,-,-,1,H
Cape Campbell Aws,20200711,0500,14,8.0,-,-,1,H
Cape Campbell Aws,20200711,0600,2,8.5,-,-,1,H
Cape Campbell Aws,20200711,0700,344,8.2,-,-,1,H
Cape Campbell Aws,20200711,0800,335,7.3,-,-,1,H
Cape Campbell Aws,20200711,0900,333,8.4,-,-,1,H
Cape Campbell Aws,20200711,1000,338,8.2,-,-,1,H
Cape Campbell Aws,20200711,1100,320,9.2,-,-,1,H
Cape Campbell Aws,20200711,1200,316,8.6,-,-,1,H
Cape Campbell Aws,20200711,1300,316,7.6,-,-,1,H
Cape Campbell Aws,20200711,1400,331,7.9,-,-,1,H
Cape Campbell Aws,20200711,1500,297,6.0,-,-,1,H
Cape Campbell Aws,20200711,1600,285,6.1,-,-,1,H
Cape Campbell Aws,20200711,1700,313,8.7,-,-,1,H
Cape Campbell Aws,20200711,1800,310,8.9,-,-,1,H
Cape Campbell Aws,20200711,1900,329,10.5,-,-,1,H
Cape Campbell Aws,20200711,2000,312,14.9,-,-,1,H
Cape Campbell Aws,20200711,2100,335,17.0,-,-,1,H
Cape Campbell Aws,20200711,2200,340,17.0,-,-,1,H
Cape Campbell Aws,20200711,2300,307,16.0,-,-,1,H
Cape Campbell Aws,20200712,0000,329,16.0,-,-,1,H
Cape Campbell Aws,20200712,0100,354,15.0,-,-,1,H
Cape Campbell Aws,20200712,0200,355,14.3,-,-,1,H
Cape Campbell Aws,20200712,0300,325,16.2,-,-,1,H
Cape Campbell Aws,20200712,0400,351,11.2,-,-,1,H
Cape Campbell Aws,20200712,0500,18,8.4,-,-,1,H
Cape Campbell Aws,20200712,0600,358,7.8,-,-,1,H
Cape Campbell Aws,20200712,0700,359,10.2,-,-,1,H
Cape Campbell Aws,20200712,0800,3,8.8,-,-,1,H
Cape Campbell Aws,20200712,0900,341,7.1,-,-,1,H
Cape Campbell Aws,20200712,1000,333,8.6,-,-,1,H
Cape Campbell Aws,20200712,1100,295,10.1,-,-,1,H
Cape Campbell Aws,20200712,1200,204,6.1,-,-,1,H
Cape Campbell Aws,20200712,1300,188,4.9,-,-,1,H
Cape Campbell Aws,20200712,1400,201,7.8,-,-,1,H
Cape Campbell Aws,20200712,1500,206,10.6,-,-,1,H
Cape Campbell Aws,20200712,1600,198,11.9,-,-,1,H
Cape Campbell Aws,20200712,1700,193,13.3,-,-,1,H
Cape Campbell Aws,20200712,1800,194,11.8,-,-,1,H
Cape Campbell Aws,20200712,1900,170,11.7,-,-,1,H
Cape Campbell Aws,20200712,2000,196,9.8,-,-,1,H
Cape Campbell Aws,20200712,2100,203,6.3,-,-,1,H
Cape Campbell Aws,20200712,2200,215,5.0,-,-,1,H
Cape Campbell Aws,20200712,2300,200,5.7,-,-,1,H
Cape Campbell Aws,20200713,0000,208,5.3,-,-,1,H
Cape Campbell Aws,20200713,0100,201,4.8,-,-,1,H
Cape Campbell Aws,20200713,0200,185,4.2,-,-,1,H
Cape Campbell Aws,20200713,0300,178,4.2,-,-,1,H
Cape Campbell Aws,20200713,0400,175,4.1,-,-,1,H
Cape Campbell Aws,20200713,0500,190,3.2,-,-,1,H
Cape Campbell Aws,20200713,0600,188,2.4,-,-,1,H
Cape Campbell Aws,20200713,0700,174,1.4,-,-,1,H
Cape Campbell Aws,20200713,0800,202,1.0,-,-,1,H
Cape Campbell Aws,20200713,0900,209,0.9,-,-,1,H
Cape Campbell Aws,20200713,1000,222,1.2,-,-,1,H
Cape Campbell Aws,20200713,1100,209,2.9,-,-,1,H
Cape Campbell Aws,20200713,1200,256,2.2,-,-,1,H
Cape Campbell Aws,20200713,1300,214,1.9,-,-,1,H
Cape Campbell Aws,20200713,1400,213,3.9,-,-,1,H
Cape Campbell Aws,20200713,1500,204,3.3,-,-,1,H
Cape Campbell Aws,20200713,1600,259,3.1,-,-,1,H
Cape Campbell Aws,20200713,1700,283,2.0,-,-,1,H
Cape Campbell Aws,20200713,1800,276,3.1,-,-,1,H
Cape Campbell Aws,20200713,1900,182,1.9,-,-,1,H
Cape Campbell Aws,20200713,2000,233,2.0,-,-,1,H
Cape Campbell Aws,20200713,2100,192,2.2,-,-,1,H
Cape Campbell Aws,20200713,2200,198,3.3,-,-,1,H
Cape Campbell Aws,20200713,2300,197,4.1,-,-,0.1667,H
Cape Campbell Aws,20200714,0000,199,3.6,-,-,0.1667,H
Cape Campbell Aws,20200714,0100,172,2.6,-,-,0.1667,H
Cape Campbell Aws,20200714,0200,170,1.8,-,-,1,H
Cape Campbell Aws,20200714,0400,155,0.6,-,-,1,H
Cape Campbell Aws,20200714,0500,360,0.5,-,-,1,H
Cape Campbell Aws,20200714,0600,133,0.7,-,-,1,H
Cape Campbell Aws,20200714,0700,171,1.8,-,-,1,H
Cape Campbell Aws,20200714,0800,189,2.6,-,-,1,H
Cape Campbell Aws,20200714,0900,212,3.8,-,-,1,H
Cape Campbell Aws,20200714,1000,214,4.1,-,-,1,H
Cape Campbell Aws,20200714,1100,218,3.9,-,-,1,H
Cape Campbell Aws,20200714,1200,208,4.5,-,-,1,H
Cape Campbell Aws,20200714,1300,213,4.9,-,-,1,H
Cape Campbell Aws,20200714,1400,213,4.4,-,-,1,H
Cape Campbell Aws,20200714,1500,212,4.3,-,-,1,H
Cape Campbell Aws,20200714,1600,206,5.2,-,-,1,H
Cape Campbell Aws,20200714,1700,207,6.4,-,-,1,H
Cape Campbell Aws,20200714,1800,208,6.4,-,-,1,H
Cape Campbell Aws,20200714,1900,209,6.5,-,-,1,H
Cape Campbell Aws,20200714,2000,207,6.9,-,-,1,H
Cape Campbell Aws,20200714,2100,199,6.0,-,-,1,H
Cape Campbell Aws,20200714,2200,199,5.8,-,-,1,H
Cape Campbell Aws,20200714,2300,194,9.4,-,-,1,H
Cape Campbell Aws,20200715,0000,205,10.7,-,-,1,H
Cape Campbell Aws,20200715,0100,197,10.3,-,-,1,H
Cape Campbell Aws,20200715,0200,195,10.8,-,-,1,H
Cape Campbell Aws,20200715,0300,184,10.9,-,-,1,H
Cape Campbell Aws,20200715,0400,190,10.6,-,-,1,H
Cape Campbell Aws,20200715,0500,186,11.0,-,-,1,H
Cape Campbell Aws,20200715,0600,180,10.8,-,-,1,H
Cape Campbell Aws,20200715,0700,191,9.8,-,-,1,H
Cape Campbell Aws,20200715,0800,196,9.7,-,-,1,H
Cape Campbell Aws,20200715,0900,172,11.5,-,-,1,H
Cape Campbell Aws,20200715,1000,154,11.7,-,-,1,H
Cape Campbell Aws,20200715,1100,164,11.6,-,-,1,H
Cape Campbell Aws,20200715,1200,163,11.4,-,-,1,H
Cape Campbell Aws,20200715,1300,166,11.1,-,-,1,H
Cape Campbell Aws,20200715,1400,165,9.9,-,-,1,H
Cape Campbell Aws,20200715,1500,176,9.3,-,-,1,H
Cape Campbell Aws,20200715,1600,172,8.6,-,-,1,H
Cape Campbell Aws,20200715,1700,169,7.7,-,-,1,H
Cape Campbell Aws,20200715,1800,142,7.3,-,-,1,H
Cape Campbell Aws,20200715,1900,173,7.6,-,-,1,H
Cape Campbell Aws,20200715,2000,164,7.2,-,-,1,H
Cape Campbell Aws,20200715,2100,162,6.9,-,-,1,H
Cape Campbell Aws,20200715,2200,182,6.6,-,-,1,H
Cape Campbell Aws,20200715,2300,164,6.3,-,-,1,H
Cape Campbell Aws,20200716,0000,171,7.1,-,-,1,H
Cape Campbell Aws,20200716,0100,160,7.2,-,-,1,H
Cape Campbell Aws,20200716,0200,150,7.4,-,-,1,H
Cape Campbell Aws,20200716,0300,168,7.4,-,-,1,H
Cape Campbell Aws,20200716,0400,170,7.7,-,-,1,H
Cape Campbell Aws,20200716,0500,185,7.4,-,-,1,H
Cape Campbell Aws,20200716,0600,164,8.6,-,-,1,H
Cape Campbell Aws,20200716,0700,179,8.8,-,-,1,H
Cape Campbell Aws,20200716,0800,184,8.5,-,-,1,H
Cape Campbell Aws,20200716,0900,183,9.2,-,-,1,H
Cape Campbell Aws,20200716,1000,167,8.2,-,-,1,H
Cape Campbell Aws,20200716,1100,185,8.6,-,-,1,H
Cape Campbell Aws,20200716,1200,156,8.7,-,-,1,H
Cape Campbell Aws,20200716,1300,169,8.6,-,-,1,H
Cape Campbell Aws,20200716,1400,146,8.8,-,-,1,H
Cape Campbell Aws,20200716,1500,159,7.3,-,-,1,H
Cape Campbell Aws,20200716,1600,169,8.3,-,-,1,H
Cape Campbell Aws,20200716,1700,153,8.4,-,-,1,H
Cape Campbell Aws,20200716,1800,133,8.8,-,-,1,H
Cape Campbell Aws,20200716,1900,140,8.9,-,-,1,H
Cape Campbell Aws,20200716,2000,141,9.1,-,-,1,H
Cape Campbell Aws,20200716,2100,144,9.1,-,-,1,H
Cape Campbell Aws,20200716,2200,154,8.6,-,-,1,H
Cape Campbell Aws,20200716,2300,154,8.0,-,-,1,H
Cape Campbell Aws,20200717,0000,174,7.5,-,-,1,H
Cape Campbell Aws,20200717,0100,155,7.8,-,-,1,H
Cape Campbell Aws,20200717,0200,153,8.5,-,-,1,H
Cape Campbell Aws,20200717,0300,154,8.6,-,-,1,H
Cape Campbell Aws,20200717,0400,174,7.6,-,-,1,H
Cape Campbell Aws,20200717,0500,177,6.4,-,-,1,H
Cape Campbell Aws,20200717,0600,150,7.4,-,-,1,H
Cape Campbell Aws,20200717,0700,146,7.3,-,-,1,H
Cape Campbell Aws,20200717,0800,161,7.0,-,-,1,H
Cape Campbell Aws,20200717,0900,146,6.3,-,-,1,H
Cape Campbell Aws,20200717,1000,151,6.3,-,-,1,H
Cape Campbell Aws,20200717,1100,146,7.1,-,-,1,H
Cape Campbell Aws,20200717,1200,142,7.9,-,-,1,H
Cape Campbell Aws,20200717,1300,144,7.9,-,-,1,H
Cape Campbell Aws,20200717,1400,142,8.0,-,-,1,H
Cape Campbell Aws,20200717,1500,150,7.3,-,-,1,H
Cape Campbell Aws,20200717,1600,138,7.2,-,-,1,H
Cape Campbell Aws,20200717,1700,163,6.7,-,-,1,H
Cape Campbell Aws,20200717,1800,187,5.9,-,-,1,H
Cape Campbell Aws,20200717,1900,194,5.5,-,-,1,H
Cape Campbell Aws,20200717,2000,206,5.8,-,-,1,H
Cape Campbell Aws,20200717,2100,204,5.8,-,-,1,H
Cape Campbell Aws,20200717,2200,197,5.7,-,-,1,H
Cape Campbell Aws,20200717,2300,205,6.4,-,-,1,H
Cape Campbell Aws,20200718,0000,204,6.4,-,-,1,H
Cape Campbell Aws,20200718,0100,189,6.7,-,-,1,H
Cape Campbell Aws,20200718,0200,174,6.5,-,-,1,H
Cape Campbell Aws,20200718,0300,158,7.1,-,-,1,H
Cape Campbell Aws,20200718,0400,171,6.7,-,-,1,H
Cape Campbell Aws,20200718,0500,188,6.2,-,-,1,H
Cape Campbell Aws,20200718,0600,183,6.9,-,-,1,H
Cape Campbell Aws,20200718,0700,191,6.5,-,-,1,H
Cape Campbell Aws,20200718,0800,199,6.0,-,-,1,H
Cape Campbell Aws,20200718,0900,203,6.8,-,-,1,H
Cape Campbell Aws,20200718,1000,204,6.4,-,-,1,H
Cape Campbell Aws,20200718,1100,203,7.2,-,-,1,H
Cape Campbell Aws,20200718,1200,208,7.1,-,-,1,H
Cape Campbell Aws,20200718,1300,201,7.5,-,-,1,H
Cape Campbell Aws,20200718,1400,200,7.8,-,-,1,H
Cape Campbell Aws,20200718,1500,198,7.5,-,-,1,H
Cape Campbell Aws,20200718,1600,199,6.6,-,-,1,H
Cape Campbell Aws,20200718,1700,168,5.8,-,-,1,H
Cape Campbell Aws,20200718,1800,150,5.6,-,-,1,H
Cape Campbell Aws,20200718,1900,166,4.9,-,-,1,H
Cape Campbell Aws,20200718,2000,179,4.7,-,-,1,H
Cape Campbell Aws,20200718,2100,176,4.3,-,-,1,H
Cape Campbell Aws,20200718,2200,165,4.1,-,-,1,H
Cape Campbell Aws,20200718,2300,162,3.5,-,-,1,H
Cape Campbell Aws,20200719,0000,166,3.5,-,-,1,H
Cape Campbell Aws,20200719,0100,176,4.1,-,-,1,H
Cape Campbell Aws,20200719,0200,184,4.1,-,-,1,H
Cape Campbell Aws,20200719,0300,195,3.9,-,-,1,H
Cape Campbell Aws,20200719,0400,201,3.5,-,-,1,H
Cape Campbell Aws,20200719,0500,210,3.4,-,-,1,H
Cape Campbell Aws,20200719,0600,198,3.1,-,-,1,H
Cape Campbell Aws,20200719,0700,200,3.4,-,-,1,H
Cape Campbell Aws,20200719,0800,175,3.5,-,-,1,H
Cape Campbell Aws,20200719,0900,166,2.1,-,-,1,H
Cape Campbell Aws,20200719,1000,204,0.9,-,-,1,H
Cape Campbell Aws,20200719,1100,320,1.3,-,-,1,H
Cape Campbell Aws,20200719,1200,344,3.1,-,-,1,H
Cape Campbell Aws,20200719,1300,357,4.8,-,-,1,H
Cape Campbell Aws,20200719,1400,348,7.1,-,-,1,H
Cape Campbell Aws,20200719,1500,344,6.1,-,-,1,H
Cape Campbell Aws,20200719,1600,346,4.8,-,-,1,H
Cape Campbell Aws,20200719,1700,342,5.7,-,-,1,H
Cape Campbell Aws,20200719,1800,345,6.3,-,-,1,H
Cape Campbell Aws,20200719,1900,346,6.2,-,-,1,H
Cape Campbell Aws,20200719,2000,333,6.6,-,-,1,H
Cape Campbell Aws,20200719,2100,332,7.0,-,-,1,H
Cape Campbell Aws,20200719,2200,347,8.5,-,-,1,H
Cape Campbell Aws,20200719,2300,343,8.2,-,-,1,H
Cape Campbell Aws,20200720,0000,353,7.6,-,-,1,H
Cape Campbell Aws,20200720,0100,2,6.3,-,-,1,H
Cape Campbell Aws,20200720,0200,354,7.4,-,-,1,H
Cape Campbell Aws,20200720,0300,-,6.3,-,-,1,H
Cape Campbell Aws,20200720,0400,13,9.1,-,-,1,H
Cape Campbell Aws,20200720,0500,15,10.1,-,-,1,H
Cape Campbell Aws,20200720,0600,28,9.1,-,-,1,H
Cape Campbell Aws,20200720,0700,12,9.0,-,-,1,H
Cape Campbell Aws,20200720,0800,1,9.0,-,-,1,H
Cape Campbell Aws,20200720,0900,10,9.8,-,-,1,H
Cape Campbell Aws,20200720,1000,8,10.4,-,-,1,H
Cape Campbell Aws,20200720,1100,349,8.8,-,-,1,H
Cape Campbell Aws,20200720,1200,340,8.7,-,-,1,H
Cape Campbell Aws,20200720,1300,347,9.4,-,-,1,H
Cape Campbell Aws,20200720,1400,12,11.4,-,-,1,H
Cape Campbell Aws,20200720,1500,27,12.9,-,-,1,H
Cape Campbell Aws,20200720,1600,19,12.0,-,-,1,H
Cape Campbell Aws,20200720,1700,27,14.0,-,-,1,H
Cape Campbell Aws,20200720,1800,14,13.2,-,-,1,H
Cape Campbell Aws,20200720,1900,14,13.4,-,-,1,H
Cape Campbell Aws,20200720,2000,13,12.3,-,-,1,H
Cape Campbell Aws,20200720,2100,355,8.7,-,-,1,H
Cape Campbell Aws,20200720,2200,348,7.4,-,-,1,H
Cape Campbell Aws,20200720,2300,355,10.8,-,-,1,H
Cape Campbell Aws,20200721,0000,1,12.2,-,-,1,H
Cape Campbell Aws,20200721,0100,5,10.4,-,-,1,H
Cape Campbell Aws,20200721,0200,4,8.7,-,-,1,H
Cape Campbell Aws,20200721,0300,12,9.8,-,-,1,H
Cape Campbell Aws,20200721,0400,350,10.4,-,-,1,H
Cape Campbell Aws,20200721,0500,350,6.8,-,-,1,H
Cape Campbell Aws,20200721,0600,345,7.9,-,-,1,H
Cape Campbell Aws,20200721,0700,332,9.1,-,-,1,H
Cape Campbell Aws,20200721,0800,339,7.1,-,-,1,H
Cape Campbell Aws,20200721,0900,324,9.8,-,-,1,H
Cape Campbell Aws,20200721,1000,312,10.6,-,-,1,H
Cape Campbell Aws,20200721,1100,327,9.6,-,-,1,H
Cape Campbell Aws,20200721,1200,339,9.9,-,-,1,H
Cape Campbell Aws,20200721,1300,330,10.6,-,-,1,H
Cape Campbell Aws,20200721,1400,317,8.2,-,-,1,H
Cape Campbell Aws,20200721,1500,296,6.8,-,-,1,H
Cape Campbell Aws,20200721,1600,289,4.6,-,-,1,H
Cape Campbell Aws,20200721,1700,202,2.8,-,-,1,H
Cape Campbell Aws,20200721,1800,197,5.6,-,-,1,H
Cape Campbell Aws,20200721,1900,204,10.4,-,-,1,H
Cape Campbell Aws,20200721,2000,205,10.4,-,-,1,H
Cape Campbell Aws,20200721,2100,207,11.1,-,-,1,H
Cape Campbell Aws,20200721,2200,207,9.4,-,-,1,H
Cape Campbell Aws,20200721,2300,211,10.0,-,-,1,H
Cape Campbell Aws,20200722,0000,200,9.6,-,-,1,H
Cape Campbell Aws,20200722,0100,198,9.2,-,-,1,H
Cape Campbell Aws,20200722,0200,205,10.2,-,-,1,H
Cape Campbell Aws,20200722,0300,191,9.9,-,-,1,H
Cape Campbell Aws,20200722,0400,198,9.9,-,-,1,H
Cape Campbell Aws,20200722,0500,186,8.3,-,-,1,H
Cape Campbell Aws,20200722,0600,189,5.9,-,-,1,H
Cape Campbell Aws,20200722,0700,199,2.5,-,-,1,H
Cape Campbell Aws,20200722,0800,295,2.3,-,-,1,H
Cape Campbell Aws,20200722,0900,357,4.3,-,-,1,H
Cape Campbell Aws,20200722,1000,347,7.8,-,-,1,H
Cape Campbell Aws,20200722,1100,331,9.6,-,-,1,H
Cape Campbell Aws,20200722,1200,323,9.0,-,-,1,H
Cape Campbell Aws,20200722,1300,322,13.2,-,-,1,H
Cape Campbell Aws,20200722,1400,314,11.3,-,-,1,H
Cape Campbell Aws,20200722,1500,311,12.9,-,-,1,H
Cape Campbell Aws,20200722,1600,317,12.5,-,-,1,H
Cape Campbell Aws,20200722,1700,323,16.2,-,-,1,H
Cape Campbell Aws,20200722,1800,331,14.6,-,-,1,H
Cape Campbell Aws,20200722,1900,333,13.6,-,-,1,H
Cape Campbell Aws,20200722,2000,287,11.1,-,-,1,H
Cape Campbell Aws,20200722,2100,179,4.9,-,-,1,H
Cape Campbell Aws,20200722,2200,173,7.4,-,-,1,H
Cape Campbell Aws,20200722,2300,144,7.4,-,-,1,H
Cape Campbell Aws,20200723,0000,137,6.0,-,-,1,H
Cape Campbell Aws,20200723,0100,148,5.8,-,-,1,H
Cape Campbell Aws,20200723,0200,143,5.9,-,-,1,H
Cape Campbell Aws,20200723,0300,145,5.6,-,-,1,H
Cape Campbell Aws,20200723,0400,172,6.7,-,-,1,H
Cape Campbell Aws,20200723,0500,153,7.8,-,-,1,H
Cape Campbell Aws,20200723,0600,76,4.0,-,-,1,H
Cape Campbell Aws,20200723,0700,105,2.4,-,-,1,H
Cape Campbell Aws,20200723,0800,354,3.0,-,-,1,H
Cape Campbell Aws,20200723,0900,297,2.9,-,-,1,H
Cape Campbell Aws,20200723,1000,291,4.0,-,-,1,H
Cape Campbell Aws,20200723,1100,296,8.3,-,-,1,H
Cape Campbell Aws,20200723,1200,286,10.1,-,-,1,H
Cape Campbell Aws,20200723,1300,294,7.9,-,-,1,H
Cape Campbell Aws,20200723,1400,285,8.0,-,-,1,H
Cape Campbell Aws,20200723,1500,272,7.2,-,-,1,H
Cape Campbell Aws,20200723,1600,250,3.4,-,-,1,H
Cape Campbell Aws,20200723,1700,283,3.9,-,-,1,H
Cape Campbell Aws,20200723,1800,292,3.3,-,-,1,H
Cape Campbell Aws,20200723,1900,262,3.2,-,-,1,H
Cape Campbell Aws,20200723,2000,284,1.7,-,-,1,H
Cape Campbell Aws,20200723,2100,274,2.2,-,-,1,H
Cape Campbell Aws,20200723,2200,285,2.5,-,-,1,H
Cape Campbell Aws,20200723,2300,305,2.6,-,-,1,H
Cape Campbell Aws,20200724,0000,285,1.8,-,-,1,H
Cape Campbell Aws,20200724,0100,331,1.4,-,-,1,H
Cape Campbell Aws,20200724,0200,57,1.8,-,-,1,H
Cape Campbell Aws,20200724,0300,54,3.1,-,-,1,H
Cape Campbell Aws,20200724,0400,6,4.1,-,-,1,H
Cape Campbell Aws,20200724,0500,23,5.6,-,-,1,H
Cape Campbell Aws,20200724,0600,6,5.4,-,-,1,H
Cape Campbell Aws,20200724,0700,344,6.2,-,-,1,H
Cape Campbell Aws,20200724,0800,330,6.6,-,-,1,H
Cape Campbell Aws,20200724,0900,310,6.6,-,-,1,H
Cape Campbell Aws,20200724,1000,299,5.8,-,-,1,H
Cape Campbell Aws,20200724,1100,307,5.0,-,-,1,H
Cape Campbell Aws,20200724,1200,299,5.6,-,-,1,H
Cape Campbell Aws,20200724,1300,263,3.7,-,-,1,H
Cape Campbell Aws,20200724,1400,108,1.3,-,-,1,H
Cape Campbell Aws,20200724,1500,314,1.5,-,-,1,H
Cape Campbell Aws,20200724,1600,268,2.4,-,-,1,H
Cape Campbell Aws,20200724,1700,276,2.6,-,-,0.1667,H
Cape Campbell Aws,20200724,1800,274,2.4,-,-,1,H
Cape Campbell Aws,20200724,1900,278,2.8,-,-,1,H
Cape Campbell Aws,20200724,2000,284,3.2,-,-,1,H
Cape Campbell Aws,20200724,2100,286,3.6,-,-,1,H
Cape Campbell Aws,20200724,2200,287,4.6,-,-,1,H
Cape Campbell Aws,20200724,2300,280,4.6,-,-,1,H
Cape Campbell Aws,20200725,0000,344,2.5,-,-,1,H
Cape Campbell Aws,20200725,0100,347,4.9,-,-,1,H
Cape Campbell Aws,20200725,0200,353,7.3,-,-,1,H
Cape Campbell Aws,20200725,0300,8,6.9,-,-,1,H
Cape Campbell Aws,20200725,0400,9,8.3,-,-,1,H
Cape Campbell Aws,20200725,0500,9,8.5,-,-,1,H
Cape Campbell Aws,20200725,0600,16,8.6,-,-,1,H
Cape Campbell Aws,20200725,0700,13,7.8,-,-,1,H
Cape Campbell Aws,20200725,0800,4,6.5,-,-,1,H
Cape Campbell Aws,20200725,0900,326,5.3,-,-,1,H
Cape Campbell Aws,20200725,1000,289,3.8,-,-,1,H
Cape Campbell Aws,20200725,1100,278,3.8,-,-,1,H
Cape Campbell Aws,20200725,1200,302,4.3,-,-,1,H
Cape Campbell Aws,20200725,1300,285,3.8,-,-,1,H
Cape Campbell Aws,20200725,1400,298,2.6,-,-,1,H
Cape Campbell Aws,20200725,1500,201,1.8,-,-,1,H
Cape Campbell Aws,20200725,1600,259,2.0,-,-,1,H
Cape Campbell Aws,20200725,1700,260,1.9,-,-,1,H
Cape Campbell Aws,20200725,1800,255,1.8,-,-,1,H
Cape Campbell Aws,20200725,1900,277,2.0,-,-,1,H
Cape Campbell Aws,20200725,2000,288,2.1,-,-,1,H
Cape Campbell Aws,20200725,2100,267,2.4,-,-,1,H
Cape Campbell Aws,20200725,2200,304,2.1,-,-,1,H
Cape Campbell Aws,20200725,2300,300,3.2,-,-,1,H
Cape Campbell Aws,20200726,0000,343,2.1,-,-,1,H
Cape Campbell Aws,20200726,0100,349,2.6,-,-,1,H
Cape Campbell Aws,20200726,0200,340,1.7,-,-,1,H
